event_type,logical_clock_time,message_queue_length,system_time
sendall,1,1,32
received,2,1,34
received,4,0,36
internal,5,0,39
received,7,0,41
send,8,1,47
received,9,0,49
internal,10,0,51
sendall,11,0,61
internal,12,0,63
internal,13,0,65
received,17,0,67
internal,18,0,69
internal,19,0,71
internal,20,0,74
received,21,0,77
internal,22,0,79
internal,23,0,81
send,24,0,89
internal,25,0,92
internal,26,1,95
received,27,1,98
received,28,0,100
internal,29,0,102
send,30,1,111
received,31,0,113
internal,32,0,115
internal,33,0,117
received,34,0,120
internal,35,0,122
sendall,36,1,134
received,37,0,136
send,38,1,146
received,40,0,148
internal,41,0,150
internal,42,0,153
internal,43,0,155
send,44,1,164
received,45,1,166
received,46,0,169
internal,47,0,171
sendall,48,0,185
sendall,49,0,201
received,55,0,204
internal,56,0,207
internal,57,0,209
internal,58,0,212
send,59,2,219
received,60,1,222
received,61,0,225
send,62,0,231
internal,63,0,233
send,64,2,241
received,65,1,244
received,66,0,246
internal,67,0,248
internal,68,0,250
sendall,69,0,259
internal,70,0,261
internal,71,0,263
internal,72,0,265
send,73,0,271
received,74,0,273
internal,75,0,275
internal,76,0,277
internal,77,0,279
internal,78,0,282
received,82,0,284
internal,83,0,286
internal,84,0,288
internal,85,0,290
internal,86,0,293
sendall,87,1,302
received,88,0,304
internal,89,0,306
send,90,0,311
sendall,91,0,320
internal,92,0,322
internal,93,0,324
internal,94,0,327
internal,95,0,329
sendall,96,1,338
received,100,0,340
received,102,0,342
internal,103,0,344
internal,104,0,346
internal,105,0,349
send,106,0,354
internal,107,0,356
internal,108,0,359
send,109,0,364
internal,110,0,366
internal,111,0,368
internal,112,0,370
received,113,0,373
internal,114,0,375
internal,115,0,377
internal,116,0,379
internal,117,0,381
internal,118,0,383
internal,119,0,386
internal,120,0,388
internal,121,0,390
send,122,1,395
received,123,0,398
send,124,0,402
internal,125,0,405
internal,126,0,407
sendall,127,0,414
received,131,0,417
send,132,0,422
internal,133,0,425
internal,134,0,427
internal,135,0,429
internal,136,0,431
internal,137,0,433
received,138,0,435
internal,139,0,438
internal,140,0,440
send,141,0,446
received,142,0,448
send,143,1,454
received,144,0,457
send,145,0,461
internal,146,0,463
internal,147,0,465
internal,148,0,468
received,149,0,470
received,150,0,472
send,151,0,477
internal,152,0,479
sendall,153,0,487
internal,154,0,490
sendall,155,0,497
sendall,156,0,505
internal,157,0,507
received,165,0,509
internal,166,0,511
send,167,0,517
internal,168,0,519
sendall,169,1,528
received,171,0,530
internal,172,0,532
send,173,1,540
received,174,0,542
send,175,0,548
internal,176,0,550
received,179,0,553
send,180,0,558
internal,181,0,560
internal,182,0,562
internal,183,0,565
send,184,0,570
internal,185,0,572
internal,186,0,574
received,188,0,576
send,189,0,581
internal,190,0,583
sendall,191,0,592
internal,192,0,594
send,193,1,599
received,195,0,601
sendall,196,0,609
internal,197,0,611
internal,198,0,614
send,199,1,619
received,201,0,621
internal,202,0,623
sendall,203,0,633
internal,204,0,635
internal,205,0,637
internal,206,0,639
received,210,0,641
internal,211,0,643
internal,212,0,646
send,213,0,651
internal,214,0,653
internal,215,0,655
received,216,1,657
received,217,0,660
send,218,0,665
send,219,1,670
received,220,0,673
internal,221,0,675
received,224,0,677
internal,225,0,679
internal,226,0,681
internal,227,0,683
internal,228,0,686
internal,229,0,688
internal,230,0,690
internal,231,0,692
internal,232,0,694
internal,233,0,696
internal,234,0,698
received,235,0,701
send,236,1,706
received,237,0,709
internal,238,0,711
internal,239,0,713
sendall,240,1,721
received,241,0,724
internal,242,0,726
internal,243,0,728
sendall,244,1,738
received,247,1,740
received,249,0,742
internal,250,0,745
internal,251,0,747
internal,252,0,749
send,253,1,755
received,254,0,757
internal,255,0,759
send,256,1,764
received,258,0,766
internal,259,0,768
send,260,0,774
send,261,0,778
send,262,0,783
internal,263,0,785
internal,264,0,787
received,265,0,789
send,266,0,794
internal,267,0,797
internal,268,0,799
internal,269,0,801
send,270,0,806
internal,271,0,808
internal,272,0,810
internal,273,0,813
send,274,0,818
received,276,0,820
send,277,0,825
internal,278,0,827
internal,279,0,829
received,280,0,831
internal,281,0,834
internal,282,0,836
sendall,283,1,845
received,284,0,847
internal,285,0,849
received,287,0,852
internal,288,0,854
internal,289,0,856
internal,290,0,858
received,291,0,860
send,292,0,865
internal,293,0,867
internal,294,0,869
send,295,0,875
internal,296,0,877
internal,297,0,879
internal,298,0,881
internal,299,0,883
send,300,0,889
internal,301,0,891
internal,302,0,893
received,306,0,895
internal,307,0,898
internal,308,0,900
send,309,0,905
send,310,1,910
received,311,0,912
internal,312,0,914
internal,313,0,917
internal,314,0,919
internal,315,0,921
internal,316,0,923
sendall,317,0,931
internal,318,0,933
send,319,1,939
received,322,0,941
send,323,0,947
received,326,0,949
internal,327,0,952
send,328,0,957
sendall,329,1,965
received,331,0,967
internal,332,0,969
send,333,1,975
received,334,0,977
send,335,0,982
internal,336,0,984
internal,337,0,986
received,338,0,989
internal,339,0,991
internal,340,0,993
sendall,341,1,1001
received,342,0,1003
internal,343,0,1006
internal,344,0,1008
sendall,345,1,1016
received,346,0,1018
sendall,347,0,1027
internal,348,0,1029
send,349,1,1035
received,354,1,1037
received,355,0,1039
internal,356,0,1041
internal,357,0,1043
internal,358,0,1045
internal,359,0,1048
send,360,0,1053
internal,361,0,1056
internal,362,0,1058
internal,363,0,1060
internal,364,0,1062
