event_type,logical_clock_time,message_queue_length,system_time
internal,1,0,208
internal,2,0,414
received,3,0,619
internal,4,0,825
internal,5,0,1029
received,6,0,1235
received,8,0,1441
received,9,0,1643
sendall,10,2,1903
received,11,1,2108
received,12,0,2314
received,13,0,2518
internal,14,0,2722
internal,15,0,2928
internal,16,0,3132
internal,17,0,3338
send,18,0,3547
send,19,0,3763
internal,20,0,3967
received,22,0,4173
internal,23,0,4379
send,24,0,4587
received,25,0,4793
internal,26,0,4998
send,27,0,5216
send,28,0,5426
internal,29,0,5631
internal,30,0,5837
received,32,0,6040
sendall,33,0,6263
internal,34,0,6469
internal,35,0,6673
sendall,36,0,6889
send,37,0,7098
internal,38,0,7303
internal,39,0,7505
internal,40,0,7707
internal,41,0,7907
internal,42,0,8108
internal,43,0,8313
send,44,0,8534
send,45,0,8749
internal,46,0,8955
internal,47,0,9157
internal,48,0,9363
received,51,0,9569
received,52,0,9775
internal,53,0,9976
internal,54,0,10182
send,55,0,10403
internal,56,0,10609
received,57,0,10811
send,58,0,11022
internal,59,0,11226
received,60,0,11428
internal,61,0,11630
sendall,62,0,11859
internal,63,0,12065
send,64,0,12279
internal,65,0,12485
internal,66,0,12686
internal,67,0,12892
internal,68,0,13098
sendall,69,0,13323
internal,70,0,13525
sendall,71,0,13748
internal,72,0,13950
internal,73,0,14156
internal,74,0,14362
internal,75,0,14564
internal,76,0,14768
sendall,77,0,14992
send,78,0,15226
sendall,79,0,15453
sendall,80,0,15678
internal,81,0,15883
internal,82,0,16089
internal,83,0,16292
received,86,0,16495
internal,87,0,16700
received,88,0,16901
sendall,89,0,17121
internal,90,0,17325
sendall,91,1,17547
received,93,0,17753
send,94,0,17969
internal,95,0,18174
internal,96,0,18380
internal,97,0,18584
send,98,0,18794
internal,99,0,18999
internal,100,0,19205
internal,101,0,19411
sendall,102,0,19631
send,103,0,19847
internal,104,0,20048
internal,105,0,20253
sendall,106,0,20477
internal,107,0,20679
internal,108,0,20885
internal,109,0,21090
received,110,0,21296
internal,111,0,21497
internal,112,0,21700
received,113,0,21901
internal,114,0,22107
received,115,0,22311
internal,116,0,22513
received,118,0,22718
internal,119,0,22924
internal,120,0,23125
received,121,0,23327
internal,122,0,23532
internal,123,0,23738
internal,124,0,23941
