event_type,logical_clock_time,message_queue_length,system_time
received,2,3,102
received,3,4,203
received,4,3,306
received,5,2,411
received,6,2,517
received,7,1,619
received,21,1,723
received,32,1,824
received,34,1,929
received,40,2,1033
received,42,2,1138
received,45,1,1240
received,48,1,1345
received,54,1,1451
received,66,1,1556
received,67,1,1658
received,72,2,1760
received,74,2,1865
received,77,3,1970
received,80,3,2076
received,86,2,2181
received,89,1,2285
received,91,1,2386
received,108,3,2488
received,109,3,2593
received,110,2,2698
received,111,4,2799
received,118,6,2899
received,125,6,3001
received,126,6,3106
received,128,6,3208
received,129,7,3313
received,130,7,3416
received,131,7,3521
received,132,6,3627
received,140,5,3732
received,143,4,3837
received,148,6,3939
received,149,7,4041
received,155,8,4146
received,158,11,4250
received,175,10,4350
received,179,9,4456
received,180,10,4561
received,181,12,4665
received,185,12,4770
received,188,11,4873
received,189,13,4976
received,190,12,5081
received,191,12,5186
received,192,14,5291
received,193,15,5394
received,203,14,5499
received,206,15,5604
received,212,14,5708
received,213,14,5810
received,214,13,5913
received,217,12,6018
received,222,13,6124
received,225,13,6227
received,226,14,6332
received,227,13,6433
received,229,12,6538
received,230,11,6644
received,242,11,6749
received,243,11,6852
received,245,10,6958
received,253,9,7062
received,255,9,7167
received,264,11,7272
received,274,10,7378
received,277,10,7480
received,284,9,7585
received,286,10,7689
received,289,11,7790
received,306,11,7895
received,310,12,8000
received,324,11,8105
received,326,12,8207
received,328,12,8313
received,330,11,8414
received,340,10,8516
received,347,10,8618
received,349,10,8723
received,350,11,8828
received,353,11,8929
received,360,11,9035
received,362,11,9140
received,363,13,9245
received,370,14,9349
received,373,13,9450
received,375,14,9554
received,383,15,9658
received,394,15,9763
received,397,15,9866
received,402,15,9971
received,406,17,10077
received,410,18,10182
received,413,18,10287
received,417,17,10391
received,418,19,10496
received,419,20,10602
received,423,19,10703
received,425,18,10804
received,429,17,10904
received,430,18,11010
received,439,18,11115
received,440,17,11220
received,443,17,11326
received,444,17,11431
received,451,16,11536
received,454,15,11641
received,455,15,11747
received,457,15,11852
received,460,15,11957
